,Statistic Label,Month,Meteorological Weather Station,UNIT,VALUE,New_Date
44380,Highest Temperature,2009M07,Malin Head,Degrees C,21.5,2009-07
44381,Highest Temperature,2009M07,Mullingar,Degrees C,21.4,2009-07
44382,Highest Temperature,2009M07,Roches Point,Degrees C,20.2,2009-07
44383,Highest Temperature,2009M07,Rosslare,Degrees C,,2009-07
44384,Highest Temperature,2009M07,Shannon Airport,Degrees C,22.1,2009-07
44385,Highest Temperature,2009M08,Belmullet,Degrees C,18.9,2009-08
44386,Highest Temperature,2009M08,Birr,Degrees C,21.5,2009-08
44387,Highest Temperature,2009M08,Valentia Observatory,Degrees C,18.7,2009-08
44388,Highest Temperature,2009M08,Casement,Degrees C,22.2,2009-08
44389,Highest Temperature,2009M08,Claremorris,Degrees C,,2009-08
44390,Highest Temperature,2009M08,Clones,Degrees C,,2009-08
44391,Highest Temperature,2009M08,Cork Airport,Degrees C,23.8,2009-08
44392,Highest Temperature,2009M08,Dublin Airport,Degrees C,22.4,2009-08
44393,Highest Temperature,2009M08,Galway,Degrees C,21.0,2009-08
44394,Highest Temperature,2009M08,Kilkenny,Degrees C,,2009-08
44395,Highest Temperature,2009M08,Malin Head,Degrees C,21.0,2009-08
44396,Highest Temperature,2009M08,Mullingar,Degrees C,21.6,2009-08
44397,Highest Temperature,2009M08,Roches Point,Degrees C,23.2,2009-08
44398,Highest Temperature,2009M08,Rosslare,Degrees C,,2009-08
44399,Highest Temperature,2009M08,Shannon Airport,Degrees C,21.6,2009-08
44400,Highest Temperature,2009M09,Belmullet,Degrees C,20.8,2009-09
44401,Highest Temperature,2009M09,Birr,Degrees C,20.8,2009-09
44402,Highest Temperature,2009M09,Valentia Observatory,Degrees C,21.4,2009-09
44403,Highest Temperature,2009M09,Casement,Degrees C,19.3,2009-09
44404,Highest Temperature,2009M09,Claremorris,Degrees C,,2009-09
44405,Highest Temperature,2009M09,Clones,Degrees C,,2009-09
44406,Highest Temperature,2009M09,Cork Airport,Degrees C,19.7,2009-09
44407,Highest Temperature,2009M09,Dublin Airport,Degrees C,19.0,2009-09
44408,Highest Temperature,2009M09,Galway,Degrees C,21.1,2009-09
44409,Highest Temperature,2009M09,Kilkenny,Degrees C,,2009-09
44410,Highest Temperature,2009M09,Malin Head,Degrees C,17.9,2009-09
44411,Highest Temperature,2009M09,Mullingar,Degrees C,19.8,2009-09
44412,Highest Temperature,2009M09,Roches Point,Degrees C,18.5,2009-09
44413,Highest Temperature,2009M09,Rosslare,Degrees C,,2009-09
44414,Highest Temperature,2009M09,Shannon Airport,Degrees C,21.9,2009-09
44415,Highest Temperature,2009M10,Belmullet,Degrees C,17.5,2009-10
44416,Highest Temperature,2009M10,Birr,Degrees C,,2009-10
44417,Highest Temperature,2009M10,Valentia Observatory,Degrees C,17.6,2009-10
44418,Highest Temperature,2009M10,Casement,Degrees C,17.4,2009-10
44419,Highest Temperature,2009M10,Claremorris,Degrees C,,2009-10
44420,Highest Temperature,2009M10,Clones,Degrees C,,2009-10
44421,Highest Temperature,2009M10,Cork Airport,Degrees C,17.3,2009-10
44422,Highest Temperature,2009M10,Dublin Airport,Degrees C,17.7,2009-10
44423,Highest Temperature,2009M10,Galway,Degrees C,19.0,2009-10
44424,Highest Temperature,2009M10,Kilkenny,Degrees C,,2009-10
44425,Highest Temperature,2009M10,Malin Head,Degrees C,16.7,2009-10
44426,Highest Temperature,2009M10,Mullingar,Degrees C,16.2,2009-10
44427,Highest Temperature,2009M10,Roches Point,Degrees C,17.5,2009-10
44428,Highest Temperature,2009M10,Rosslare,Degrees C,,2009-10
44429,Highest Temperature,2009M10,Shannon Airport,Degrees C,17.6,2009-10
44430,Highest Temperature,2009M11,Belmullet,Degrees C,13.6,2009-11
44431,Highest Temperature,2009M11,Birr,Degrees C,,2009-11
44432,Highest Temperature,2009M11,Valentia Observatory,Degrees C,14.9,2009-11
44433,Highest Temperature,2009M11,Casement,Degrees C,15.0,2009-11
44434,Highest Temperature,2009M11,Claremorris,Degrees C,,2009-11
44435,Highest Temperature,2009M11,Clones,Degrees C,,2009-11
44436,Highest Temperature,2009M11,Cork Airport,Degrees C,12.6,2009-11
44437,Highest Temperature,2009M11,Dublin Airport,Degrees C,14.6,2009-11
44438,Highest Temperature,2009M11,Galway,Degrees C,14.0,2009-11
44439,Highest Temperature,2009M11,Kilkenny,Degrees C,,2009-11
44440,Highest Temperature,2009M11,Malin Head,Degrees C,13.4,2009-11
44441,Highest Temperature,2009M11,Mullingar,Degrees C,14.0,2009-11
44442,Highest Temperature,2009M11,Roches Point,Degrees C,13.2,2009-11
44443,Highest Temperature,2009M11,Rosslare,Degrees C,,2009-11
44444,Highest Temperature,2009M11,Shannon Airport,Degrees C,14.7,2009-11
44445,Highest Temperature,2009M12,Belmullet,Degrees C,11.6,2009-12
44446,Highest Temperature,2009M12,Birr,Degrees C,,2009-12
44447,Highest Temperature,2009M12,Valentia Observatory,Degrees C,12.6,2009-12
44448,Highest Temperature,2009M12,Casement,Degrees C,12.6,2009-12
44449,Highest Temperature,2009M12,Claremorris,Degrees C,,2009-12
44450,Highest Temperature,2009M12,Clones,Degrees C,,2009-12
44451,Highest Temperature,2009M12,Cork Airport,Degrees C,10.9,2009-12
44452,Highest Temperature,2009M12,Dublin Airport,Degrees C,13.1,2009-12
44453,Highest Temperature,2009M12,Galway,Degrees C,12.0,2009-12
44454,Highest Temperature,2009M12,Kilkenny,Degrees C,,2009-12
44455,Highest Temperature,2009M12,Malin Head,Degrees C,10.7,2009-12
44456,Highest Temperature,2009M12,Mullingar,Degrees C,11.2,2009-12
44457,Highest Temperature,2009M12,Roches Point,Degrees C,11.3,2009-12
44458,Highest Temperature,2009M12,Rosslare,Degrees C,,2009-12
44459,Highest Temperature,2009M12,Shannon Airport,Degrees C,12.4,2009-12
44460,Highest Temperature,2010M01,Belmullet,Degrees C,10.7,2010-01
44461,Highest Temperature,2010M01,Birr,Degrees C,,2010-01
44462,Highest Temperature,2010M01,Valentia Observatory,Degrees C,12.1,2010-01
44463,Highest Temperature,2010M01,Casement,Degrees C,10.7,2010-01
44464,Highest Temperature,2010M01,Claremorris,Degrees C,,2010-01
44465,Highest Temperature,2010M01,Clones,Degrees C,,2010-01
44466,Highest Temperature,2010M01,Cork Airport,Degrees C,9.9,2010-01
44467,Highest Temperature,2010M01,Dublin Airport,Degrees C,11.5,2010-01
44468,Highest Temperature,2010M01,Galway,Degrees C,11.6,2010-01
44469,Highest Temperature,2010M01,Kilkenny,Degrees C,,2010-01
44470,Highest Temperature,2010M01,Malin Head,Degrees C,10.0,2010-01
44471,Highest Temperature,2010M01,Mullingar,Degrees C,10.6,2010-01
44472,Highest Temperature,2010M01,Roches Point,Degrees C,10.2,2010-01
44473,Highest Temperature,2010M01,Rosslare,Degrees C,,2010-01
44474,Highest Temperature,2010M01,Shannon Airport,Degrees C,11.5,2010-01
44475,Highest Temperature,2010M02,Belmullet,Degrees C,11.3,2010-02
44476,Highest Temperature,2010M02,Birr,Degrees C,,2010-02
44477,Highest Temperature,2010M02,Valentia Observatory,Degrees C,11.3,2010-02
44478,Highest Temperature,2010M02,Casement,Degrees C,10.1,2010-02
44479,Highest Temperature,2010M02,Claremorris,Degrees C,,2010-02
44480,Highest Temperature,2010M02,Clones,Degrees C,,2010-02
44481,Highest Temperature,2010M02,Cork Airport,Degrees C,9.6,2010-02
44482,Highest Temperature,2010M02,Dublin Airport,Degrees C,9.3,2010-02
44483,Highest Temperature,2010M02,Galway,Degrees C,10.2,2010-02
44484,Highest Temperature,2010M02,Kilkenny,Degrees C,,2010-02
44485,Highest Temperature,2010M02,Malin Head,Degrees C,8.9,2010-02
44486,Highest Temperature,2010M02,Mullingar,Degrees C,9.2,2010-02
44487,Highest Temperature,2010M02,Roches Point,Degrees C,10.5,2010-02
44488,Highest Temperature,2010M02,Rosslare,Degrees C,,2010-02
44489,Highest Temperature,2010M02,Shannon Airport,Degrees C,10.2,2010-02
44490,Highest Temperature,2010M03,Belmullet,Degrees C,12.6,2010-03
44491,Highest Temperature,2010M03,Birr,Degrees C,,2010-03
44492,Highest Temperature,2010M03,Valentia Observatory,Degrees C,14.5,2010-03
44493,Highest Temperature,2010M03,Casement,Degrees C,14.4,2010-03
44494,Highest Temperature,2010M03,Claremorris,Degrees C,,2010-03
44495,Highest Temperature,2010M03,Clones,Degrees C,,2010-03
44496,Highest Temperature,2010M03,Cork Airport,Degrees C,12.7,2010-03
44497,Highest Temperature,2010M03,Dublin Airport,Degrees C,14.3,2010-03
44498,Highest Temperature,2010M03,Galway,Degrees C,14.5,2010-03
44499,Highest Temperature,2010M03,Kilkenny,Degrees C,,2010-03
44500,Highest Temperature,2010M03,Malin Head,Degrees C,13.7,2010-03
44501,Highest Temperature,2010M03,Mullingar,Degrees C,14.0,2010-03
44502,Highest Temperature,2010M03,Roches Point,Degrees C,11.9,2010-03
44503,Highest Temperature,2010M03,Rosslare,Degrees C,,2010-03
44504,Highest Temperature,2010M03,Shannon Airport,Degrees C,14.7,2010-03
44505,Highest Temperature,2010M04,Belmullet,Degrees C,17.2,2010-04
44506,Highest Temperature,2010M04,Birr,Degrees C,,2010-04
44507,Highest Temperature,2010M04,Valentia Observatory,Degrees C,18.4,2010-04
44508,Highest Temperature,2010M04,Casement,Degrees C,18.1,2010-04
44509,Highest Temperature,2010M04,Claremorris,Degrees C,,2010-04
44510,Highest Temperature,2010M04,Clones,Degrees C,,2010-04
44511,Highest Temperature,2010M04,Cork Airport,Degrees C,16.7,2010-04
44512,Highest Temperature,2010M04,Dublin Airport,Degrees C,17.7,2010-04
44513,Highest Temperature,2010M04,Galway,Degrees C,19.0,2010-04
44514,Highest Temperature,2010M04,Kilkenny,Degrees C,,2010-04
44515,Highest Temperature,2010M04,Malin Head,Degrees C,17.5,2010-04
44516,Highest Temperature,2010M04,Mullingar,Degrees C,18.3,2010-04
44517,Highest Temperature,2010M04,Roches Point,Degrees C,16.2,2010-04
44518,Highest Temperature,2010M04,Rosslare,Degrees C,,2010-04
44519,Highest Temperature,2010M04,Shannon Airport,Degrees C,19.2,2010-04
44520,Highest Temperature,2010M05,Belmullet,Degrees C,21.6,2010-05
44521,Highest Temperature,2010M05,Birr,Degrees C,,2010-05
44522,Highest Temperature,2010M05,Valentia Observatory,Degrees C,23.6,2010-05
44523,Highest Temperature,2010M05,Casement,Degrees C,24.9,2010-05
44524,Highest Temperature,2010M05,Claremorris,Degrees C,,2010-05
44525,Highest Temperature,2010M05,Clones,Degrees C,,2010-05
44526,Highest Temperature,2010M05,Cork Airport,Degrees C,19.4,2010-05
44527,Highest Temperature,2010M05,Dublin Airport,Degrees C,23.5,2010-05
44528,Highest Temperature,2010M05,Galway,Degrees C,26.3,2010-05
44529,Highest Temperature,2010M05,Kilkenny,Degrees C,,2010-05
44530,Highest Temperature,2010M05,Malin Head,Degrees C,19.0,2010-05
44531,Highest Temperature,2010M05,Mullingar,Degrees C,24.9,2010-05
44532,Highest Temperature,2010M05,Roches Point,Degrees C,18.6,2010-05
44533,Highest Temperature,2010M05,Rosslare,Degrees C,,2010-05
44534,Highest Temperature,2010M05,Shannon Airport,Degrees C,25.2,2010-05
44535,Highest Temperature,2010M06,Belmullet,Degrees C,20.7,2010-06
44536,Highest Temperature,2010M06,Birr,Degrees C,,2010-06
44537,Highest Temperature,2010M06,Valentia Observatory,Degrees C,20.7,2010-06
44538,Highest Temperature,2010M06,Casement,Degrees C,23.8,2010-06
44539,Highest Temperature,2010M06,Claremorris,Degrees C,,2010-06
44540,Highest Temperature,2010M06,Clones,Degrees C,,2010-06
44541,Highest Temperature,2010M06,Cork Airport,Degrees C,20.6,2010-06
44542,Highest Temperature,2010M06,Dublin Airport,Degrees C,23.4,2010-06
44543,Highest Temperature,2010M06,Galway,Degrees C,23.7,2010-06
44544,Highest Temperature,2010M06,Kilkenny,Degrees C,,2010-06
44545,Highest Temperature,2010M06,Malin Head,Degrees C,22.0,2010-06
44546,Highest Temperature,2010M06,Mullingar,Degrees C,24.8,2010-06
44547,Highest Temperature,2010M06,Roches Point,Degrees C,19.6,2010-06
44548,Highest Temperature,2010M06,Rosslare,Degrees C,,2010-06
44549,Highest Temperature,2010M06,Shannon Airport,Degrees C,22.9,2010-06
44550,Highest Temperature,2010M07,Belmullet,Degrees C,20.4,2010-07
44551,Highest Temperature,2010M07,Birr,Degrees C,,2010-07
44552,Highest Temperature,2010M07,Valentia Observatory,Degrees C,20.1,2010-07
44553,Highest Temperature,2010M07,Casement,Degrees C,23.6,2010-07
44554,Highest Temperature,2010M07,Claremorris,Degrees C,,2010-07
44555,Highest Temperature,2010M07,Clones,Degrees C,,2010-07
44556,Highest Temperature,2010M07,Cork Airport,Degrees C,23.1,2010-07
44557,Highest Temperature,2010M07,Dublin Airport,Degrees C,24.0,2010-07
44558,Highest Temperature,2010M07,Galway,Degrees C,21.9,2010-07
44559,Highest Temperature,2010M07,Kilkenny,Degrees C,,2010-07
44560,Highest Temperature,2010M07,Malin Head,Degrees C,21.6,2010-07
44561,Highest Temperature,2010M07,Mullingar,Degrees C,22.1,2010-07
44562,Highest Temperature,2010M07,Roches Point,Degrees C,22.7,2010-07
44563,Highest Temperature,2010M07,Rosslare,Degrees C,,2010-07
44564,Highest Temperature,2010M07,Shannon Airport,Degrees C,21.9,2010-07
44565,Highest Temperature,2010M08,Belmullet,Degrees C,20.0,2010-08
44566,Highest Temperature,2010M08,Birr,Degrees C,,2010-08
44567,Highest Temperature,2010M08,Valentia Observatory,Degrees C,20.3,2010-08
44568,Highest Temperature,2010M08,Casement,Degrees C,21.4,2010-08
44569,Highest Temperature,2010M08,Claremorris,Degrees C,,2010-08
44570,Highest Temperature,2010M08,Clones,Degrees C,,2010-08
44571,Highest Temperature,2010M08,Cork Airport,Degrees C,20.8,2010-08
44572,Highest Temperature,2010M08,Dublin Airport,Degrees C,21.5,2010-08
44573,Highest Temperature,2010M08,Galway,Degrees C,24.0,2010-08
44574,Highest Temperature,2010M08,Kilkenny,Degrees C,,2010-08
44575,Highest Temperature,2010M08,Malin Head,Degrees C,20.1,2010-08
44576,Highest Temperature,2010M08,Mullingar,Degrees C,23.0,2010-08
44577,Highest Temperature,2010M08,Roches Point,Degrees C,20.1,2010-08
44578,Highest Temperature,2010M08,Rosslare,Degrees C,,2010-08
44579,Highest Temperature,2010M08,Shannon Airport,Degrees C,23.4,2010-08
44580,Highest Temperature,2010M09,Belmullet,Degrees C,22.4,2010-09
44581,Highest Temperature,2010M09,Birr,Degrees C,,2010-09
44582,Highest Temperature,2010M09,Valentia Observatory,Degrees C,21.1,2010-09
44583,Highest Temperature,2010M09,Casement,Degrees C,22.3,2010-09
44584,Highest Temperature,2010M09,Claremorris,Degrees C,,2010-09
44585,Highest Temperature,2010M09,Clones,Degrees C,,2010-09
44586,Highest Temperature,2010M09,Cork Airport,Degrees C,20.8,2010-09
44587,Highest Temperature,2010M09,Dublin Airport,Degrees C,20.9,2010-09
44588,Highest Temperature,2010M09,Galway,Degrees C,23.3,2010-09
44589,Highest Temperature,2010M09,Kilkenny,Degrees C,,2010-09
44590,Highest Temperature,2010M09,Malin Head,Degrees C,22.5,2010-09
44591,Highest Temperature,2010M09,Mullingar,Degrees C,21.9,2010-09
44592,Highest Temperature,2010M09,Roches Point,Degrees C,19.9,2010-09
44593,Highest Temperature,2010M09,Rosslare,Degrees C,,2010-09
44594,Highest Temperature,2010M09,Shannon Airport,Degrees C,22.0,2010-09
44595,Highest Temperature,2010M10,Belmullet,Degrees C,19.5,2010-10
44596,Highest Temperature,2010M10,Birr,Degrees C,,2010-10
44597,Highest Temperature,2010M10,Valentia Observatory,Degrees C,20.5,2010-10
44598,Highest Temperature,2010M10,Casement,Degrees C,18.6,2010-10
44599,Highest Temperature,2010M10,Claremorris,Degrees C,,2010-10
44600,Highest Temperature,2010M10,Clones,Degrees C,,2010-10
44601,Highest Temperature,2010M10,Cork Airport,Degrees C,18.0,2010-10
44602,Highest Temperature,2010M10,Dublin Airport,Degrees C,18.7,2010-10
44603,Highest Temperature,2010M10,Galway,Degrees C,19.8,2010-10
44604,Highest Temperature,2010M10,Kilkenny,Degrees C,,2010-10
44605,Highest Temperature,2010M10,Malin Head,Degrees C,17.6,2010-10
44606,Highest Temperature,2010M10,Mullingar,Degrees C,19.5,2010-10
44607,Highest Temperature,2010M10,Roches Point,Degrees C,17.7,2010-10
44608,Highest Temperature,2010M10,Rosslare,Degrees C,,2010-10
44609,Highest Temperature,2010M10,Shannon Airport,Degrees C,19.6,2010-10
44610,Highest Temperature,2010M11,Belmullet,Degrees C,14.2,2010-11
44611,Highest Temperature,2010M11,Birr,Degrees C,,2010-11
44612,Highest Temperature,2010M11,Valentia Observatory,Degrees C,15.6,2010-11
44613,Highest Temperature,2010M11,Casement,Degrees C,15.7,2010-11
44614,Highest Temperature,2010M11,Claremorris,Degrees C,,2010-11
44615,Highest Temperature,2010M11,Clones,Degrees C,,2010-11
44616,Highest Temperature,2010M11,Cork Airport,Degrees C,15.7,2010-11
44617,Highest Temperature,2010M11,Dublin Airport,Degrees C,15.9,2010-11
44618,Highest Temperature,2010M11,Galway,Degrees C,14.5,2010-11
44619,Highest Temperature,2010M11,Kilkenny,Degrees C,,2010-11
44620,Highest Temperature,2010M11,Malin Head,Degrees C,13.6,2010-11
44621,Highest Temperature,2010M11,Mullingar,Degrees C,14.9,2010-11
44622,Highest Temperature,2010M11,Roches Point,Degrees C,16.6,2010-11
44623,Highest Temperature,2010M11,Rosslare,Degrees C,,2010-11
44624,Highest Temperature,2010M11,Shannon Airport,Degrees C,15.6,2010-11
44625,Highest Temperature,2010M12,Belmullet,Degrees C,11.4,2010-12
44626,Highest Temperature,2010M12,Birr,Degrees C,,2010-12
44627,Highest Temperature,2010M12,Valentia Observatory,Degrees C,12.1,2010-12
44628,Highest Temperature,2010M12,Casement,Degrees C,12.3,2010-12
44629,Highest Temperature,2010M12,Claremorris,Degrees C,,2010-12
44630,Highest Temperature,2010M12,Clones,Degrees C,,2010-12
44631,Highest Temperature,2010M12,Cork Airport,Degrees C,10.4,2010-12
44632,Highest Temperature,2010M12,Dublin Airport,Degrees C,11.7,2010-12
44633,Highest Temperature,2010M12,Galway,Degrees C,11.0,2010-12
44634,Highest Temperature,2010M12,Kilkenny,Degrees C,,2010-12
44635,Highest Temperature,2010M12,Malin Head,Degrees C,11.8,2010-12
44636,Highest Temperature,2010M12,Mullingar,Degrees C,10.6,2010-12
44637,Highest Temperature,2010M12,Roches Point,Degrees C,10.0,2010-12
44638,Highest Temperature,2010M12,Rosslare,Degrees C,,2010-12
44639,Highest Temperature,2010M12,Shannon Airport,Degrees C,12.9,2010-12
44640,Highest Temperature,2011M01,Belmullet,Degrees C,11.7,2011-01
44641,Highest Temperature,2011M01,Birr,Degrees C,,2011-01
44642,Highest Temperature,2011M01,Valentia Observatory,Degrees C,12.4,2011-01
44643,Highest Temperature,2011M01,Casement,Degrees C,12.0,2011-01
44644,Highest Temperature,2011M01,Claremorris,Degrees C,,2011-01
44645,Highest Temperature,2011M01,Clones,Degrees C,,2011-01
44646,Highest Temperature,2011M01,Cork Airport,Degrees C,11.5,2011-01
44647,Highest Temperature,2011M01,Dublin Airport,Degrees C,12.5,2011-01
44648,Highest Temperature,2011M01,Galway,Degrees C,12.5,2011-01
44649,Highest Temperature,2011M01,Kilkenny,Degrees C,,2011-01
44650,Highest Temperature,2011M01,Malin Head,Degrees C,11.9,2011-01
44651,Highest Temperature,2011M01,Mullingar,Degrees C,11.9,2011-01
44652,Highest Temperature,2011M01,Roches Point,Degrees C,11.2,2011-01
44653,Highest Temperature,2011M01,Rosslare,Degrees C,,2011-01
44654,Highest Temperature,2011M01,Shannon Airport,Degrees C,12.6,2011-01
44655,Highest Temperature,2011M02,Belmullet,Degrees C,12.5,2011-02
44656,Highest Temperature,2011M02,Birr,Degrees C,,2011-02
44657,Highest Temperature,2011M02,Valentia Observatory,Degrees C,13.7,2011-02
44658,Highest Temperature,2011M02,Casement,Degrees C,14.5,2011-02
44659,Highest Temperature,2011M02,Claremorris,Degrees C,,2011-02
44660,Highest Temperature,2011M02,Clones,Degrees C,,2011-02
44661,Highest Temperature,2011M02,Cork Airport,Degrees C,12.9,2011-02
44662,Highest Temperature,2011M02,Dublin Airport,Degrees C,14.7,2011-02
44663,Highest Temperature,2011M02,Galway,Degrees C,14.1,2011-02
44664,Highest Temperature,2011M02,Kilkenny,Degrees C,,2011-02
44665,Highest Temperature,2011M02,Malin Head,Degrees C,13.5,2011-02
44666,Highest Temperature,2011M02,Mullingar,Degrees C,13.6,2011-02
44667,Highest Temperature,2011M02,Roches Point,Degrees C,13.8,2011-02
44668,Highest Temperature,2011M02,Rosslare,Degrees C,,2011-02
44669,Highest Temperature,2011M02,Shannon Airport,Degrees C,15.0,2011-02
44670,Highest Temperature,2011M03,Belmullet,Degrees C,16.7,2011-03
44671,Highest Temperature,2011M03,Birr,Degrees C,,2011-03
44672,Highest Temperature,2011M03,Valentia Observatory,Degrees C,18.6,2011-03
44673,Highest Temperature,2011M03,Casement,Degrees C,15.6,2011-03
44674,Highest Temperature,2011M03,Claremorris,Degrees C,,2011-03
44675,Highest Temperature,2011M03,Clones,Degrees C,,2011-03
44676,Highest Temperature,2011M03,Cork Airport,Degrees C,15.1,2011-03
44677,Highest Temperature,2011M03,Dublin Airport,Degrees C,15.6,2011-03
44678,Highest Temperature,2011M03,Galway,Degrees C,18.5,2011-03
44679,Highest Temperature,2011M03,Kilkenny,Degrees C,,2011-03
44680,Highest Temperature,2011M03,Malin Head,Degrees C,15.4,2011-03
44681,Highest Temperature,2011M03,Mullingar,Degrees C,16.2,2011-03
44682,Highest Temperature,2011M03,Roches Point,Degrees C,14.6,2011-03
44683,Highest Temperature,2011M03,Rosslare,Degrees C,,2011-03
44684,Highest Temperature,2011M03,Shannon Airport,Degrees C,17.4,2011-03
44685,Highest Temperature,2011M04,Belmullet,Degrees C,20.6,2011-04
44686,Highest Temperature,2011M04,Birr,Degrees C,,2011-04
44687,Highest Temperature,2011M04,Valentia Observatory,Degrees C,22.5,2011-04
44688,Highest Temperature,2011M04,Casement,Degrees C,21.8,2011-04
44689,Highest Temperature,2011M04,Claremorris,Degrees C,,2011-04
44690,Highest Temperature,2011M04,Clones,Degrees C,,2011-04
44691,Highest Temperature,2011M04,Cork Airport,Degrees C,18.2,2011-04
44692,Highest Temperature,2011M04,Dublin Airport,Degrees C,20.3,2011-04
44693,Highest Temperature,2011M04,Galway,Degrees C,22.7,2011-04
44694,Highest Temperature,2011M04,Kilkenny,Degrees C,,2011-04
44695,Highest Temperature,2011M04,Malin Head,Degrees C,20.8,2011-04
44696,Highest Temperature,2011M04,Mullingar,Degrees C,20.6,2011-04
44697,Highest Temperature,2011M04,Roches Point,Degrees C,17.4,2011-04
44698,Highest Temperature,2011M04,Rosslare,Degrees C,,2011-04
44699,Highest Temperature,2011M04,Shannon Airport,Degrees C,22.7,2011-04
44700,Highest Temperature,2011M05,Belmullet,Degrees C,20.3,2011-05
44701,Highest Temperature,2011M05,Birr,Degrees C,,2011-05
44702,Highest Temperature,2011M05,Valentia Observatory,Degrees C,18.4,2011-05
44703,Highest Temperature,2011M05,Casement,Degrees C,18.1,2011-05
44704,Highest Temperature,2011M05,Claremorris,Degrees C,,2011-05
44705,Highest Temperature,2011M05,Clones,Degrees C,,2011-05
44706,Highest Temperature,2011M05,Cork Airport,Degrees C,17.3,2011-05
44707,Highest Temperature,2011M05,Dublin Airport,Degrees C,17.6,2011-05
44708,Highest Temperature,2011M05,Galway,Degrees C,19.8,2011-05
44709,Highest Temperature,2011M05,Kilkenny,Degrees C,,2011-05
44710,Highest Temperature,2011M05,Malin Head,Degrees C,18.3,2011-05
44711,Highest Temperature,2011M05,Mullingar,Degrees C,17.3,2011-05
44712,Highest Temperature,2011M05,Roches Point,Degrees C,16.5,2011-05
44713,Highest Temperature,2011M05,Rosslare,Degrees C,,2011-05
44714,Highest Temperature,2011M05,Shannon Airport,Degrees C,18.1,2011-05
44715,Highest Temperature,2011M06,Belmullet,Degrees C,18.7,2011-06
44716,Highest Temperature,2011M06,Birr,Degrees C,,2011-06
44717,Highest Temperature,2011M06,Valentia Observatory,Degrees C,20.7,2011-06
44718,Highest Temperature,2011M06,Casement,Degrees C,22.5,2011-06
44719,Highest Temperature,2011M06,Claremorris,Degrees C,,2011-06
44720,Highest Temperature,2011M06,Clones,Degrees C,,2011-06
44721,Highest Temperature,2011M06,Cork Airport,Degrees C,21.5,2011-06
44722,Highest Temperature,2011M06,Dublin Airport,Degrees C,23.3,2011-06
44723,Highest Temperature,2011M06,Galway,Degrees C,24.5,2011-06
44724,Highest Temperature,2011M06,Kilkenny,Degrees C,,2011-06
44725,Highest Temperature,2011M06,Malin Head,Degrees C,19.2,2011-06
44726,Highest Temperature,2011M06,Mullingar,Degrees C,24.1,2011-06
44727,Highest Temperature,2011M06,Roches Point,Degrees C,20.9,2011-06
44728,Highest Temperature,2011M06,Rosslare,Degrees C,,2011-06
44729,Highest Temperature,2011M06,Shannon Airport,Degrees C,23.9,2011-06
44730,Highest Temperature,2011M07,Belmullet,Degrees C,20.3,2011-07
44731,Highest Temperature,2011M07,Birr,Degrees C,,2011-07
44732,Highest Temperature,2011M07,Valentia Observatory,Degrees C,18.6,2011-07
44733,Highest Temperature,2011M07,Casement,Degrees C,22.9,2011-07
44734,Highest Temperature,2011M07,Claremorris,Degrees C,,2011-07
44735,Highest Temperature,2011M07,Clones,Degrees C,,2011-07
44736,Highest Temperature,2011M07,Cork Airport,Degrees C,20.8,2011-07
44737,Highest Temperature,2011M07,Dublin Airport,Degrees C,22.3,2011-07
44738,Highest Temperature,2011M07,Galway,Degrees C,23.2,2011-07
44739,Highest Temperature,2011M07,Kilkenny,Degrees C,,2011-07
44740,Highest Temperature,2011M07,Malin Head,Degrees C,21.0,2011-07
44741,Highest Temperature,2011M07,Mullingar,Degrees C,21.6,2011-07
44742,Highest Temperature,2011M07,Roches Point,Degrees C,21.2,2011-07
44743,Highest Temperature,2011M07,Rosslare,Degrees C,,2011-07
44744,Highest Temperature,2011M07,Shannon Airport,Degrees C,21.7,2011-07
44745,Highest Temperature,2011M08,Belmullet,Degrees C,19.6,2011-08
44746,Highest Temperature,2011M08,Birr,Degrees C,,2011-08
44747,Highest Temperature,2011M08,Valentia Observatory,Degrees C,18.3,2011-08
44748,Highest Temperature,2011M08,Casement,Degrees C,22.1,2011-08
44749,Highest Temperature,2011M08,Claremorris,Degrees C,,2011-08
44750,Highest Temperature,2011M08,Clones,Degrees C,,2011-08
44751,Highest Temperature,2011M08,Cork Airport,Degrees C,20.1,2011-08
44752,Highest Temperature,2011M08,Dublin Airport,Degrees C,21.8,2011-08
44753,Highest Temperature,2011M08,Galway,Degrees C,20.5,2011-08
44754,Highest Temperature,2011M08,Kilkenny,Degrees C,,2011-08
44755,Highest Temperature,2011M08,Malin Head,Degrees C,19.4,2011-08
44756,Highest Temperature,2011M08,Mullingar,Degrees C,21.7,2011-08
44757,Highest Temperature,2011M08,Roches Point,Degrees C,20.9,2011-08
44758,Highest Temperature,2011M08,Rosslare,Degrees C,,2011-08
44759,Highest Temperature,2011M08,Shannon Airport,Degrees C,20.2,2011-08
44760,Highest Temperature,2011M09,Belmullet,Degrees C,20.1,2011-09
44761,Highest Temperature,2011M09,Birr,Degrees C,,2011-09
44762,Highest Temperature,2011M09,Valentia Observatory,Degrees C,19.0,2011-09
44763,Highest Temperature,2011M09,Casement,Degrees C,24.4,2011-09
44764,Highest Temperature,2011M09,Claremorris,Degrees C,,2011-09
44765,Highest Temperature,2011M09,Clones,Degrees C,,2011-09
44766,Highest Temperature,2011M09,Cork Airport,Degrees C,20.1,2011-09
