,Statistic Label,Month,Meteorological Weather Station,UNIT,VALUE,New_Date
27701,Raindays (0.2mm or More),1981M11,Mullingar,Number,19.0,1981-11
27702,Raindays (0.2mm or More),1981M11,Roches Point,Number,16.0,1981-11
27703,Raindays (0.2mm or More),1981M11,Rosslare,Number,15.0,1981-11
27704,Raindays (0.2mm or More),1981M11,Shannon airport,Number,17.0,1981-11
27705,Raindays (0.2mm or More),1981M12,Belmullet,Number,20.0,1981-12
27706,Raindays (0.2mm or More),1981M12,Birr,Number,20.0,1981-12
27707,Raindays (0.2mm or More),1981M12,Valentia Observatory,Number,22.0,1981-12
27708,Raindays (0.2mm or More),1981M12,Casement,Number,16.0,1981-12
27709,Raindays (0.2mm or More),1981M12,Claremorris,Number,17.0,1981-12
27710,Raindays (0.2mm or More),1981M12,Clones,Number,16.0,1981-12
27711,Raindays (0.2mm or More),1981M12,Cork airport,Number,18.0,1981-12
27712,Raindays (0.2mm or More),1981M12,Dublin airport,Number,19.0,1981-12
27713,Raindays (0.2mm or More),1981M12,Galway,Number,17.0,1981-12
27714,Raindays (0.2mm or More),1981M12,Kilkenny,Number,17.0,1981-12
27715,Raindays (0.2mm or More),1981M12,Malin head,Number,20.0,1981-12
27716,Raindays (0.2mm or More),1981M12,Mullingar,Number,21.0,1981-12
27717,Raindays (0.2mm or More),1981M12,Roches Point,Number,16.0,1981-12
27718,Raindays (0.2mm or More),1981M12,Rosslare,Number,16.0,1981-12
27719,Raindays (0.2mm or More),1981M12,Shannon airport,Number,19.0,1981-12
27720,Raindays (0.2mm or More),1982M01,Belmullet,Number,17.0,1982-01
27721,Raindays (0.2mm or More),1982M01,Birr,Number,20.0,1982-01
27722,Raindays (0.2mm or More),1982M01,Valentia Observatory,Number,23.0,1982-01
27723,Raindays (0.2mm or More),1982M01,Casement,Number,17.0,1982-01
27724,Raindays (0.2mm or More),1982M01,Claremorris,Number,20.0,1982-01
27725,Raindays (0.2mm or More),1982M01,Clones,Number,20.0,1982-01
27726,Raindays (0.2mm or More),1982M01,Cork airport,Number,22.0,1982-01
27727,Raindays (0.2mm or More),1982M01,Dublin airport,Number,14.0,1982-01
27728,Raindays (0.2mm or More),1982M01,Galway,Number,23.0,1982-01
27729,Raindays (0.2mm or More),1982M01,Kilkenny,Number,19.0,1982-01
27730,Raindays (0.2mm or More),1982M01,Malin head,Number,17.0,1982-01
27731,Raindays (0.2mm or More),1982M01,Mullingar,Number,18.0,1982-01
27732,Raindays (0.2mm or More),1982M01,Roches Point,Number,17.0,1982-01
27733,Raindays (0.2mm or More),1982M01,Rosslare,Number,18.0,1982-01
27734,Raindays (0.2mm or More),1982M01,Shannon airport,Number,21.0,1982-01
27735,Raindays (0.2mm or More),1982M02,Belmullet,Number,22.0,1982-02
27736,Raindays (0.2mm or More),1982M02,Birr,Number,19.0,1982-02
27737,Raindays (0.2mm or More),1982M02,Valentia Observatory,Number,22.0,1982-02
27738,Raindays (0.2mm or More),1982M02,Casement,Number,14.0,1982-02
27739,Raindays (0.2mm or More),1982M02,Claremorris,Number,20.0,1982-02
27740,Raindays (0.2mm or More),1982M02,Clones,Number,19.0,1982-02
27741,Raindays (0.2mm or More),1982M02,Cork airport,Number,22.0,1982-02
27742,Raindays (0.2mm or More),1982M02,Dublin airport,Number,16.0,1982-02
27743,Raindays (0.2mm or More),1982M02,Galway,Number,22.0,1982-02
27744,Raindays (0.2mm or More),1982M02,Kilkenny,Number,20.0,1982-02
27745,Raindays (0.2mm or More),1982M02,Malin head,Number,19.0,1982-02
27746,Raindays (0.2mm or More),1982M02,Mullingar,Number,19.0,1982-02
27747,Raindays (0.2mm or More),1982M02,Roches Point,Number,18.0,1982-02
27748,Raindays (0.2mm or More),1982M02,Rosslare,Number,18.0,1982-02
27749,Raindays (0.2mm or More),1982M02,Shannon airport,Number,19.0,1982-02
27750,Raindays (0.2mm or More),1982M03,Belmullet,Number,20.0,1982-03
27751,Raindays (0.2mm or More),1982M03,Birr,Number,19.0,1982-03
27752,Raindays (0.2mm or More),1982M03,Valentia Observatory,Number,23.0,1982-03
27753,Raindays (0.2mm or More),1982M03,Casement,Number,17.0,1982-03
27754,Raindays (0.2mm or More),1982M03,Claremorris,Number,20.0,1982-03
27755,Raindays (0.2mm or More),1982M03,Clones,Number,21.0,1982-03
27756,Raindays (0.2mm or More),1982M03,Cork airport,Number,20.0,1982-03
27757,Raindays (0.2mm or More),1982M03,Dublin airport,Number,18.0,1982-03
27758,Raindays (0.2mm or More),1982M03,Galway,Number,19.0,1982-03
27759,Raindays (0.2mm or More),1982M03,Kilkenny,Number,20.0,1982-03
27760,Raindays (0.2mm or More),1982M03,Malin head,Number,20.0,1982-03
27761,Raindays (0.2mm or More),1982M03,Mullingar,Number,20.0,1982-03
27762,Raindays (0.2mm or More),1982M03,Roches Point,Number,19.0,1982-03
27763,Raindays (0.2mm or More),1982M03,Rosslare,Number,15.0,1982-03
27764,Raindays (0.2mm or More),1982M03,Shannon airport,Number,20.0,1982-03
27765,Raindays (0.2mm or More),1982M04,Belmullet,Number,16.0,1982-04
27766,Raindays (0.2mm or More),1982M04,Birr,Number,6.0,1982-04
27767,Raindays (0.2mm or More),1982M04,Valentia Observatory,Number,7.0,1982-04
27768,Raindays (0.2mm or More),1982M04,Casement,Number,5.0,1982-04
27769,Raindays (0.2mm or More),1982M04,Claremorris,Number,11.0,1982-04
27770,Raindays (0.2mm or More),1982M04,Clones,Number,7.0,1982-04
27771,Raindays (0.2mm or More),1982M04,Cork airport,Number,7.0,1982-04
27772,Raindays (0.2mm or More),1982M04,Dublin airport,Number,4.0,1982-04
27773,Raindays (0.2mm or More),1982M04,Galway,Number,8.0,1982-04
27774,Raindays (0.2mm or More),1982M04,Kilkenny,Number,7.0,1982-04
27775,Raindays (0.2mm or More),1982M04,Malin head,Number,13.0,1982-04
27776,Raindays (0.2mm or More),1982M04,Mullingar,Number,8.0,1982-04
27777,Raindays (0.2mm or More),1982M04,Roches Point,Number,6.0,1982-04
27778,Raindays (0.2mm or More),1982M04,Rosslare,Number,8.0,1982-04
27779,Raindays (0.2mm or More),1982M04,Shannon airport,Number,6.0,1982-04
27780,Raindays (0.2mm or More),1982M05,Belmullet,Number,21.0,1982-05
27781,Raindays (0.2mm or More),1982M05,Birr,Number,19.0,1982-05
27782,Raindays (0.2mm or More),1982M05,Valentia Observatory,Number,22.0,1982-05
27783,Raindays (0.2mm or More),1982M05,Casement,Number,17.0,1982-05
27784,Raindays (0.2mm or More),1982M05,Claremorris,Number,23.0,1982-05
27785,Raindays (0.2mm or More),1982M05,Clones,Number,20.0,1982-05
27786,Raindays (0.2mm or More),1982M05,Cork airport,Number,21.0,1982-05
27787,Raindays (0.2mm or More),1982M05,Dublin airport,Number,18.0,1982-05
27788,Raindays (0.2mm or More),1982M05,Galway,Number,21.0,1982-05
27789,Raindays (0.2mm or More),1982M05,Kilkenny,Number,20.0,1982-05
27790,Raindays (0.2mm or More),1982M05,Malin head,Number,19.0,1982-05
27791,Raindays (0.2mm or More),1982M05,Mullingar,Number,22.0,1982-05
27792,Raindays (0.2mm or More),1982M05,Roches Point,Number,16.0,1982-05
27793,Raindays (0.2mm or More),1982M05,Rosslare,Number,15.0,1982-05
27794,Raindays (0.2mm or More),1982M05,Shannon airport,Number,21.0,1982-05
27795,Raindays (0.2mm or More),1982M06,Belmullet,Number,17.0,1982-06
27796,Raindays (0.2mm or More),1982M06,Birr,Number,17.0,1982-06
27797,Raindays (0.2mm or More),1982M06,Valentia Observatory,Number,20.0,1982-06
27798,Raindays (0.2mm or More),1982M06,Casement,Number,16.0,1982-06
27799,Raindays (0.2mm or More),1982M06,Claremorris,Number,15.0,1982-06
27800,Raindays (0.2mm or More),1982M06,Clones,Number,18.0,1982-06
27801,Raindays (0.2mm or More),1982M06,Cork airport,Number,17.0,1982-06
27802,Raindays (0.2mm or More),1982M06,Dublin airport,Number,15.0,1982-06
27803,Raindays (0.2mm or More),1982M06,Galway,Number,17.0,1982-06
27804,Raindays (0.2mm or More),1982M06,Kilkenny,Number,17.0,1982-06
27805,Raindays (0.2mm or More),1982M06,Malin head,Number,14.0,1982-06
27806,Raindays (0.2mm or More),1982M06,Mullingar,Number,15.0,1982-06
27807,Raindays (0.2mm or More),1982M06,Roches Point,Number,18.0,1982-06
27808,Raindays (0.2mm or More),1982M06,Rosslare,Number,15.0,1982-06
27809,Raindays (0.2mm or More),1982M06,Shannon airport,Number,17.0,1982-06
27810,Raindays (0.2mm or More),1982M07,Belmullet,Number,10.0,1982-07
27811,Raindays (0.2mm or More),1982M07,Birr,Number,13.0,1982-07
27812,Raindays (0.2mm or More),1982M07,Valentia Observatory,Number,10.0,1982-07
27813,Raindays (0.2mm or More),1982M07,Casement,Number,9.0,1982-07
27814,Raindays (0.2mm or More),1982M07,Claremorris,Number,14.0,1982-07
27815,Raindays (0.2mm or More),1982M07,Clones,Number,15.0,1982-07
27816,Raindays (0.2mm or More),1982M07,Cork airport,Number,11.0,1982-07
27817,Raindays (0.2mm or More),1982M07,Dublin airport,Number,10.0,1982-07
27818,Raindays (0.2mm or More),1982M07,Galway,Number,11.0,1982-07
27819,Raindays (0.2mm or More),1982M07,Kilkenny,Number,8.0,1982-07
27820,Raindays (0.2mm or More),1982M07,Malin head,Number,10.0,1982-07
27821,Raindays (0.2mm or More),1982M07,Mullingar,Number,15.0,1982-07
27822,Raindays (0.2mm or More),1982M07,Roches Point,Number,10.0,1982-07
27823,Raindays (0.2mm or More),1982M07,Rosslare,Number,8.0,1982-07
27824,Raindays (0.2mm or More),1982M07,Shannon airport,Number,9.0,1982-07
27825,Raindays (0.2mm or More),1982M08,Belmullet,Number,25.0,1982-08
27826,Raindays (0.2mm or More),1982M08,Birr,Number,21.0,1982-08
27827,Raindays (0.2mm or More),1982M08,Valentia Observatory,Number,26.0,1982-08
27828,Raindays (0.2mm or More),1982M08,Casement,Number,22.0,1982-08
27829,Raindays (0.2mm or More),1982M08,Claremorris,Number,24.0,1982-08
27830,Raindays (0.2mm or More),1982M08,Clones,Number,20.0,1982-08
27831,Raindays (0.2mm or More),1982M08,Cork airport,Number,18.0,1982-08
27832,Raindays (0.2mm or More),1982M08,Dublin airport,Number,19.0,1982-08
27833,Raindays (0.2mm or More),1982M08,Galway,Number,24.0,1982-08
27834,Raindays (0.2mm or More),1982M08,Kilkenny,Number,18.0,1982-08
27835,Raindays (0.2mm or More),1982M08,Malin head,Number,26.0,1982-08
27836,Raindays (0.2mm or More),1982M08,Mullingar,Number,20.0,1982-08
27837,Raindays (0.2mm or More),1982M08,Roches Point,Number,18.0,1982-08
27838,Raindays (0.2mm or More),1982M08,Rosslare,Number,13.0,1982-08
27839,Raindays (0.2mm or More),1982M08,Shannon airport,Number,23.0,1982-08
27840,Raindays (0.2mm or More),1982M09,Belmullet,Number,22.0,1982-09
27841,Raindays (0.2mm or More),1982M09,Birr,Number,19.0,1982-09
27842,Raindays (0.2mm or More),1982M09,Valentia Observatory,Number,22.0,1982-09
27843,Raindays (0.2mm or More),1982M09,Casement,Number,19.0,1982-09
27844,Raindays (0.2mm or More),1982M09,Claremorris,Number,21.0,1982-09
27845,Raindays (0.2mm or More),1982M09,Clones,Number,21.0,1982-09
27846,Raindays (0.2mm or More),1982M09,Cork airport,Number,19.0,1982-09
27847,Raindays (0.2mm or More),1982M09,Dublin airport,Number,17.0,1982-09
27848,Raindays (0.2mm or More),1982M09,Galway,Number,20.0,1982-09
27849,Raindays (0.2mm or More),1982M09,Kilkenny,Number,17.0,1982-09
27850,Raindays (0.2mm or More),1982M09,Malin head,Number,25.0,1982-09
27851,Raindays (0.2mm or More),1982M09,Mullingar,Number,19.0,1982-09
27852,Raindays (0.2mm or More),1982M09,Roches Point,Number,17.0,1982-09
27853,Raindays (0.2mm or More),1982M09,Rosslare,Number,14.0,1982-09
27854,Raindays (0.2mm or More),1982M09,Shannon airport,Number,21.0,1982-09
27855,Raindays (0.2mm or More),1982M10,Belmullet,Number,29.0,1982-10
27856,Raindays (0.2mm or More),1982M10,Birr,Number,23.0,1982-10
27857,Raindays (0.2mm or More),1982M10,Valentia Observatory,Number,30.0,1982-10
27858,Raindays (0.2mm or More),1982M10,Casement,Number,20.0,1982-10
27859,Raindays (0.2mm or More),1982M10,Claremorris,Number,25.0,1982-10
27860,Raindays (0.2mm or More),1982M10,Clones,Number,23.0,1982-10
27861,Raindays (0.2mm or More),1982M10,Cork airport,Number,24.0,1982-10
27862,Raindays (0.2mm or More),1982M10,Dublin airport,Number,21.0,1982-10
27863,Raindays (0.2mm or More),1982M10,Galway,Number,23.0,1982-10
27864,Raindays (0.2mm or More),1982M10,Kilkenny,Number,24.0,1982-10
27865,Raindays (0.2mm or More),1982M10,Malin head,Number,23.0,1982-10
27866,Raindays (0.2mm or More),1982M10,Mullingar,Number,25.0,1982-10
27867,Raindays (0.2mm or More),1982M10,Roches Point,Number,20.0,1982-10
27868,Raindays (0.2mm or More),1982M10,Rosslare,Number,27.0,1982-10
27869,Raindays (0.2mm or More),1982M10,Shannon airport,Number,25.0,1982-10
27870,Raindays (0.2mm or More),1982M11,Belmullet,Number,27.0,1982-11
27871,Raindays (0.2mm or More),1982M11,Birr,Number,22.0,1982-11
27872,Raindays (0.2mm or More),1982M11,Valentia Observatory,Number,27.0,1982-11
27873,Raindays (0.2mm or More),1982M11,Casement,Number,22.0,1982-11
27874,Raindays (0.2mm or More),1982M11,Claremorris,Number,25.0,1982-11
27875,Raindays (0.2mm or More),1982M11,Clones,Number,25.0,1982-11
27876,Raindays (0.2mm or More),1982M11,Cork airport,Number,25.0,1982-11
27877,Raindays (0.2mm or More),1982M11,Dublin airport,Number,23.0,1982-11
27878,Raindays (0.2mm or More),1982M11,Galway,Number,0.0,1982-11
27879,Raindays (0.2mm or More),1982M11,Kilkenny,Number,25.0,1982-11
27880,Raindays (0.2mm or More),1982M11,Malin head,Number,26.0,1982-11
27881,Raindays (0.2mm or More),1982M11,Mullingar,Number,25.0,1982-11
27882,Raindays (0.2mm or More),1982M11,Roches Point,Number,23.0,1982-11
27883,Raindays (0.2mm or More),1982M11,Rosslare,Number,21.0,1982-11
27884,Raindays (0.2mm or More),1982M11,Shannon airport,Number,26.0,1982-11
27885,Raindays (0.2mm or More),1982M12,Belmullet,Number,28.0,1982-12
27886,Raindays (0.2mm or More),1982M12,Birr,Number,20.0,1982-12
27887,Raindays (0.2mm or More),1982M12,Valentia Observatory,Number,26.0,1982-12
27888,Raindays (0.2mm or More),1982M12,Casement,Number,18.0,1982-12
27889,Raindays (0.2mm or More),1982M12,Claremorris,Number,25.0,1982-12
27890,Raindays (0.2mm or More),1982M12,Clones,Number,23.0,1982-12
27891,Raindays (0.2mm or More),1982M12,Cork airport,Number,24.0,1982-12
27892,Raindays (0.2mm or More),1982M12,Dublin airport,Number,17.0,1982-12
27893,Raindays (0.2mm or More),1982M12,Galway,Number,25.0,1982-12
27894,Raindays (0.2mm or More),1982M12,Kilkenny,Number,18.0,1982-12
27895,Raindays (0.2mm or More),1982M12,Malin head,Number,25.0,1982-12
27896,Raindays (0.2mm or More),1982M12,Mullingar,Number,24.0,1982-12
27897,Raindays (0.2mm or More),1982M12,Roches Point,Number,20.0,1982-12
27898,Raindays (0.2mm or More),1982M12,Rosslare,Number,16.0,1982-12
27899,Raindays (0.2mm or More),1982M12,Shannon airport,Number,23.0,1982-12
27900,Raindays (0.2mm or More),1983M01,Belmullet,Number,27.0,1983-01
27901,Raindays (0.2mm or More),1983M01,Birr,Number,24.0,1983-01
27902,Raindays (0.2mm or More),1983M01,Valentia Observatory,Number,25.0,1983-01
27903,Raindays (0.2mm or More),1983M01,Casement,Number,21.0,1983-01
27904,Raindays (0.2mm or More),1983M01,Claremorris,Number,27.0,1983-01
27905,Raindays (0.2mm or More),1983M01,Clones,Number,25.0,1983-01
27906,Raindays (0.2mm or More),1983M01,Cork airport,Number,23.0,1983-01
27907,Raindays (0.2mm or More),1983M01,Dublin airport,Number,21.0,1983-01
27908,Raindays (0.2mm or More),1983M01,Galway,Number,24.0,1983-01
27909,Raindays (0.2mm or More),1983M01,Kilkenny,Number,20.0,1983-01
27910,Raindays (0.2mm or More),1983M01,Malin head,Number,29.0,1983-01
27911,Raindays (0.2mm or More),1983M01,Mullingar,Number,23.0,1983-01
27912,Raindays (0.2mm or More),1983M01,Roches Point,Number,20.0,1983-01
27913,Raindays (0.2mm or More),1983M01,Rosslare,Number,19.0,1983-01
27914,Raindays (0.2mm or More),1983M01,Shannon airport,Number,23.0,1983-01
27915,Raindays (0.2mm or More),1983M02,Belmullet,Number,16.0,1983-02
27916,Raindays (0.2mm or More),1983M02,Birr,Number,14.0,1983-02
27917,Raindays (0.2mm or More),1983M02,Valentia Observatory,Number,15.0,1983-02
27918,Raindays (0.2mm or More),1983M02,Casement,Number,14.0,1983-02
27919,Raindays (0.2mm or More),1983M02,Claremorris,Number,16.0,1983-02
27920,Raindays (0.2mm or More),1983M02,Clones,Number,11.0,1983-02
27921,Raindays (0.2mm or More),1983M02,Cork airport,Number,15.0,1983-02
27922,Raindays (0.2mm or More),1983M02,Dublin airport,Number,16.0,1983-02
27923,Raindays (0.2mm or More),1983M02,Galway,Number,13.0,1983-02
27924,Raindays (0.2mm or More),1983M02,Kilkenny,Number,12.0,1983-02
27925,Raindays (0.2mm or More),1983M02,Malin head,Number,13.0,1983-02
27926,Raindays (0.2mm or More),1983M02,Mullingar,Number,17.0,1983-02
27927,Raindays (0.2mm or More),1983M02,Roches Point,Number,15.0,1983-02
27928,Raindays (0.2mm or More),1983M02,Rosslare,Number,16.0,1983-02
27929,Raindays (0.2mm or More),1983M02,Shannon airport,Number,18.0,1983-02
27930,Raindays (0.2mm or More),1983M03,Belmullet,Number,23.0,1983-03
27931,Raindays (0.2mm or More),1983M03,Birr,Number,22.0,1983-03
27932,Raindays (0.2mm or More),1983M03,Valentia Observatory,Number,23.0,1983-03
27933,Raindays (0.2mm or More),1983M03,Casement,Number,20.0,1983-03
27934,Raindays (0.2mm or More),1983M03,Claremorris,Number,24.0,1983-03
27935,Raindays (0.2mm or More),1983M03,Clones,Number,23.0,1983-03
27936,Raindays (0.2mm or More),1983M03,Cork airport,Number,22.0,1983-03
27937,Raindays (0.2mm or More),1983M03,Dublin airport,Number,19.0,1983-03
27938,Raindays (0.2mm or More),1983M03,Galway,Number,25.0,1983-03
27939,Raindays (0.2mm or More),1983M03,Kilkenny,Number,22.0,1983-03
27940,Raindays (0.2mm or More),1983M03,Malin head,Number,24.0,1983-03
27941,Raindays (0.2mm or More),1983M03,Mullingar,Number,21.0,1983-03
27942,Raindays (0.2mm or More),1983M03,Roches Point,Number,17.0,1983-03
27943,Raindays (0.2mm or More),1983M03,Rosslare,Number,19.0,1983-03
27944,Raindays (0.2mm or More),1983M03,Shannon airport,Number,22.0,1983-03
27945,Raindays (0.2mm or More),1983M04,Belmullet,Number,22.0,1983-04
27946,Raindays (0.2mm or More),1983M04,Birr,Number,21.0,1983-04
27947,Raindays (0.2mm or More),1983M04,Valentia Observatory,Number,20.0,1983-04
27948,Raindays (0.2mm or More),1983M04,Casement,Number,17.0,1983-04
27949,Raindays (0.2mm or More),1983M04,Claremorris,Number,17.0,1983-04
27950,Raindays (0.2mm or More),1983M04,Clones,Number,15.0,1983-04
27951,Raindays (0.2mm or More),1983M04,Cork airport,Number,19.0,1983-04
27952,Raindays (0.2mm or More),1983M04,Dublin airport,Number,18.0,1983-04
27953,Raindays (0.2mm or More),1983M04,Galway,Number,21.0,1983-04
27954,Raindays (0.2mm or More),1983M04,Kilkenny,Number,17.0,1983-04
27955,Raindays (0.2mm or More),1983M04,Malin head,Number,15.0,1983-04
27956,Raindays (0.2mm or More),1983M04,Mullingar,Number,22.0,1983-04
27957,Raindays (0.2mm or More),1983M04,Roches Point,Number,16.0,1983-04
27958,Raindays (0.2mm or More),1983M04,Rosslare,Number,17.0,1983-04
27959,Raindays (0.2mm or More),1983M04,Shannon airport,Number,21.0,1983-04
27960,Raindays (0.2mm or More),1983M05,Belmullet,Number,19.0,1983-05
27961,Raindays (0.2mm or More),1983M05,Birr,Number,22.0,1983-05
27962,Raindays (0.2mm or More),1983M05,Valentia Observatory,Number,24.0,1983-05
27963,Raindays (0.2mm or More),1983M05,Casement,Number,21.0,1983-05
27964,Raindays (0.2mm or More),1983M05,Claremorris,Number,20.0,1983-05
27965,Raindays (0.2mm or More),1983M05,Clones,Number,19.0,1983-05
27966,Raindays (0.2mm or More),1983M05,Cork airport,Number,22.0,1983-05
27967,Raindays (0.2mm or More),1983M05,Dublin airport,Number,16.0,1983-05
27968,Raindays (0.2mm or More),1983M05,Galway,Number,20.0,1983-05
27969,Raindays (0.2mm or More),1983M05,Kilkenny,Number,22.0,1983-05
27970,Raindays (0.2mm or More),1983M05,Malin head,Number,15.0,1983-05
27971,Raindays (0.2mm or More),1983M05,Mullingar,Number,20.0,1983-05
27972,Raindays (0.2mm or More),1983M05,Roches Point,Number,21.0,1983-05
27973,Raindays (0.2mm or More),1983M05,Rosslare,Number,20.0,1983-05
27974,Raindays (0.2mm or More),1983M05,Shannon airport,Number,22.0,1983-05
27975,Raindays (0.2mm or More),1983M06,Belmullet,Number,14.0,1983-06
27976,Raindays (0.2mm or More),1983M06,Birr,Number,14.0,1983-06
27977,Raindays (0.2mm or More),1983M06,Valentia Observatory,Number,16.0,1983-06
27978,Raindays (0.2mm or More),1983M06,Casement,Number,11.0,1983-06
27979,Raindays (0.2mm or More),1983M06,Claremorris,Number,14.0,1983-06
27980,Raindays (0.2mm or More),1983M06,Clones,Number,15.0,1983-06
27981,Raindays (0.2mm or More),1983M06,Cork airport,Number,13.0,1983-06
27982,Raindays (0.2mm or More),1983M06,Dublin airport,Number,12.0,1983-06
27983,Raindays (0.2mm or More),1983M06,Galway,Number,17.0,1983-06
27984,Raindays (0.2mm or More),1983M06,Kilkenny,Number,12.0,1983-06
27985,Raindays (0.2mm or More),1983M06,Malin head,Number,15.0,1983-06
27986,Raindays (0.2mm or More),1983M06,Mullingar,Number,13.0,1983-06
27987,Raindays (0.2mm or More),1983M06,Roches Point,Number,13.0,1983-06
27988,Raindays (0.2mm or More),1983M06,Rosslare,Number,10.0,1983-06
27989,Raindays (0.2mm or More),1983M06,Shannon airport,Number,12.0,1983-06
27990,Raindays (0.2mm or More),1983M07,Belmullet,Number,9.0,1983-07
27991,Raindays (0.2mm or More),1983M07,Birr,Number,7.0,1983-07
27992,Raindays (0.2mm or More),1983M07,Valentia Observatory,Number,8.0,1983-07
27993,Raindays (0.2mm or More),1983M07,Casement,Number,11.0,1983-07
27994,Raindays (0.2mm or More),1983M07,Claremorris,Number,5.0,1983-07
27995,Raindays (0.2mm or More),1983M07,Clones,Number,10.0,1983-07
27996,Raindays (0.2mm or More),1983M07,Cork airport,Number,8.0,1983-07
27997,Raindays (0.2mm or More),1983M07,Dublin airport,Number,9.0,1983-07
27998,Raindays (0.2mm or More),1983M07,Galway,Number,9.0,1983-07
27999,Raindays (0.2mm or More),1983M07,Kilkenny,Number,10.0,1983-07
28000,Raindays (0.2mm or More),1983M07,Malin head,Number,13.0,1983-07
28001,Raindays (0.2mm or More),1983M07,Mullingar,Number,6.0,1983-07
28002,Raindays (0.2mm or More),1983M07,Roches Point,Number,5.0,1983-07
28003,Raindays (0.2mm or More),1983M07,Rosslare,Number,6.0,1983-07
28004,Raindays (0.2mm or More),1983M07,Shannon airport,Number,8.0,1983-07
28005,Raindays (0.2mm or More),1983M08,Belmullet,Number,16.0,1983-08
28006,Raindays (0.2mm or More),1983M08,Birr,Number,15.0,1983-08
28007,Raindays (0.2mm or More),1983M08,Valentia Observatory,Number,13.0,1983-08
28008,Raindays (0.2mm or More),1983M08,Casement,Number,10.0,1983-08
28009,Raindays (0.2mm or More),1983M08,Claremorris,Number,13.0,1983-08
28010,Raindays (0.2mm or More),1983M08,Clones,Number,15.0,1983-08
28011,Raindays (0.2mm or More),1983M08,Cork airport,Number,13.0,1983-08
28012,Raindays (0.2mm or More),1983M08,Dublin airport,Number,11.0,1983-08
28013,Raindays (0.2mm or More),1983M08,Galway,Number,14.0,1983-08
28014,Raindays (0.2mm or More),1983M08,Kilkenny,Number,12.0,1983-08
28015,Raindays (0.2mm or More),1983M08,Malin head,Number,17.0,1983-08
28016,Raindays (0.2mm or More),1983M08,Mullingar,Number,14.0,1983-08
28017,Raindays (0.2mm or More),1983M08,Roches Point,Number,11.0,1983-08
28018,Raindays (0.2mm or More),1983M08,Rosslare,Number,9.0,1983-08
28019,Raindays (0.2mm or More),1983M08,Shannon airport,Number,12.0,1983-08
28020,Raindays (0.2mm or More),1983M09,Belmullet,Number,23.0,1983-09
28021,Raindays (0.2mm or More),1983M09,Birr,Number,20.0,1983-09
28022,Raindays (0.2mm or More),1983M09,Valentia Observatory,Number,24.0,1983-09
28023,Raindays (0.2mm or More),1983M09,Casement,Number,17.0,1983-09
28024,Raindays (0.2mm or More),1983M09,Claremorris,Number,20.0,1983-09
28025,Raindays (0.2mm or More),1983M09,Clones,Number,18.0,1983-09
28026,Raindays (0.2mm or More),1983M09,Cork airport,Number,26.0,1983-09
28027,Raindays (0.2mm or More),1983M09,Dublin airport,Number,17.0,1983-09
28028,Raindays (0.2mm or More),1983M09,Galway,Number,22.0,1983-09
28029,Raindays (0.2mm or More),1983M09,Kilkenny,Number,18.0,1983-09
28030,Raindays (0.2mm or More),1983M09,Malin head,Number,23.0,1983-09
28031,Raindays (0.2mm or More),1983M09,Mullingar,Number,19.0,1983-09
28032,Raindays (0.2mm or More),1983M09,Roches Point,Number,23.0,1983-09
28033,Raindays (0.2mm or More),1983M09,Rosslare,Number,19.0,1983-09
28034,Raindays (0.2mm or More),1983M09,Shannon airport,Number,19.0,1983-09
28035,Raindays (0.2mm or More),1983M10,Belmullet,Number,23.0,1983-10
28036,Raindays (0.2mm or More),1983M10,Birr,Number,23.0,1983-10
28037,Raindays (0.2mm or More),1983M10,Valentia Observatory,Number,23.0,1983-10
28038,Raindays (0.2mm or More),1983M10,Casement,Number,18.0,1983-10
28039,Raindays (0.2mm or More),1983M10,Claremorris,Number,22.0,1983-10
28040,Raindays (0.2mm or More),1983M10,Clones,Number,23.0,1983-10
28041,Raindays (0.2mm or More),1983M10,Cork airport,Number,20.0,1983-10
28042,Raindays (0.2mm or More),1983M10,Dublin airport,Number,16.0,1983-10
28043,Raindays (0.2mm or More),1983M10,Galway,Number,23.0,1983-10
28044,Raindays (0.2mm or More),1983M10,Kilkenny,Number,21.0,1983-10
28045,Raindays (0.2mm or More),1983M10,Malin head,Number,25.0,1983-10
28046,Raindays (0.2mm or More),1983M10,Mullingar,Number,20.0,1983-10
28047,Raindays (0.2mm or More),1983M10,Roches Point,Number,18.0,1983-10
28048,Raindays (0.2mm or More),1983M10,Rosslare,Number,19.0,1983-10
28049,Raindays (0.2mm or More),1983M10,Shannon airport,Number,20.0,1983-10
28050,Raindays (0.2mm or More),1983M11,Belmullet,Number,19.0,1983-11
28051,Raindays (0.2mm or More),1983M11,Birr,Number,10.0,1983-11
28052,Raindays (0.2mm or More),1983M11,Valentia Observatory,Number,15.0,1983-11
28053,Raindays (0.2mm or More),1983M11,Casement,Number,7.0,1983-11
28054,Raindays (0.2mm or More),1983M11,Claremorris,Number,15.0,1983-11
28055,Raindays (0.2mm or More),1983M11,Clones,Number,14.0,1983-11
28056,Raindays (0.2mm or More),1983M11,Cork airport,Number,13.0,1983-11
28057,Raindays (0.2mm or More),1983M11,Dublin airport,Number,7.0,1983-11
28058,Raindays (0.2mm or More),1983M11,Galway,Number,14.0,1983-11
28059,Raindays (0.2mm or More),1983M11,Kilkenny,Number,13.0,1983-11
